Brand;Fragrance;Tier;Gender;Top Notes;Middle Notes;Base Notes;Accords;Rating;Rating Count
Aesop;Eidesis;Safe, Statement, Wildcard;unisex;Black Pepper, Olibanum and Petitgrain;Cedar, Olibanum and Cumin;Sandalwood, Cedar and Vetiver;woody, fresh spicy, warm spicy, powdery, aromatic;4.19;277.0
Afnan;La Fleur Bouquet;Statement;women;White Flowers and Flowers;Fruits, Citruses and Musk;Sweet Notes, Powdery Notes, Rose and Exotic Woods;sweet, fruity, floral, white floral, powdery;3.98;167.0
Afnan;Arjowaan;Statement;unisex;;;;fruity, woody, floral, sweet;3.93;29.0
Afnan;Supremacy In Heaven;Safe;men;Bergamot and Mandarin Orange;Green Tea and Black Currant;Musk, Sandalwood and Woodsy Notes;citrus, woody, fruity, green, musky;4.06;395.0
Afnan;Historic Doria;Statement;unisex;Raspberry, Lemon Zest and Orange Blossom;Ambroxan, Tuberose, Jasmine and Mandarin Orange;Woody Notes, Musk and Jasmine Sambac;musky, woody, white floral, citrus, fruity;3.77;102.0
Afnan;Supremacy Purple;Statement;women;Fruits and Citruses;Musk and Amber;Musk and Vanilla;fruity, musky, sweet, powdery, amber;3.97;92.0
Afnan;Supremacy Incense;Statement, Wildcard;men;Oregano, Spices, Herbal Notes and Bergamot;Opoponax, Amber and Labdanum;Smoke, Agarwood (Oud), Leather and Patchouli;amber, smoky, fresh spicy, woody, warm spicy;4.04;610.0
Afnan;Mukhlat Abiyad;Statement;unisex;;;;woody, musky, amber, powdery, warm spicy;3.67;78.0
Afnan;Supreme Musk;Statement;unisex;;;;musky, sweet, rose, powdery, woody;4.39;23.0
Afnan;Souvenir Floral Bouquet;Statement;women;Rhubarb, Litchi and Bergamot;Rose, Vanilla, Peony and Lily-of-the-Valley;Musk, Amber and Cashmere Wood;rose, musky, floral, fruity, fresh;3.86;287.0
Afnan;Rare Tiffany;Statement, Wildcard;women;Ylang-Ylang, Jasmine and Rose;Musk, Sandalwood and Vanilla;Ginger, Pink Pepper and Caramel;woody, musky, powdery, yellow floral, warm spicy;3.98;202.0
Afnan;Turathi Brown;Safe, Statement, Wildcard;men;Amber, Patchouli, Woody Notes and Ozonic notes;Spicy Notes, Aromatic Spices and Vanilla;Balsamic Notes, Rose and Aquatic notes;warm spicy, amber, woody, vanilla, patchouli;4.52;304.0
Afnan;Mirsaal With Love;Statement, Wildcard;women;Caramel, Herbal Notes and Green Notes;Agarwood (Oud), Woodsy Notes and Floral Notes;Moss, Amber and Musk;oud, caramel, woody, mossy, amber;3.94;68.0
Afnan;Majestic Gold;Wildcard;men;Blackberry, Blueberry and Patchouli;Leather, Agarwood (Oud), Lily and Rose;Amber, Resins and Musk;fruity, amber, leather, sweet, patchouli;4.26;23.0
Afnan;Tobacco Rush;Statement, Wildcard;unisex;Tobacco, Spicy Notes and Woody Notes;Spicy Notes, Sweet Notes and Lavender;Agarwood (Oud), Amber and Cedar;tobacco, woody, sweet, warm spicy, oud;4.24;164.0
Afnan;Highness III;Statement, Wildcard;men;Cypress, Bergamot and Lavender;Cedar, Galbanum, Black Pepper and Petitgrain;Agarwood (Oud), Oakmoss and Leather;woody, aromatic, fresh spicy, green, oud;4.28;95.0
Afnan;Dehn Al Oudh Abiyad;Statement;unisex;;;;musky, woody, green, powdery;4.01;118.0
Afnan;Amberythme;Statement, Wildcard;unisex;Cinnamon, Amber and Tonka Bean;Vanilla, Saffron and Jasmine;Ambergris, Cedar and Sandalwood;amber, warm spicy, cinnamon, vanilla, woody;4.35;55.0
Afnan;Patchouli On Fire;Wildcard;unisex;Spicy Notes, Aromatic Notes and Woody Notes;Patchouli, Lavender and Citruses;Patchouli and Exotic Spices;patchouli, woody, warm spicy, earthy, balsamic;3.91;32.0
Afnan;Supremacy Noir;Statement, Wildcard;unisex;Spruce, Bergamot and Violet;Pine Tree, Leather and Lavender;Patchouli and Labdanum;woody, aromatic, green, leather, conifer;3.97;194.0
Afnan;Rare Passion;Statement;women;Rose, Musk and Orange;Vanilla, Amber and Woody Notes;Rose, Musk and Orange Blossom;citrus, rose, vanilla, musky, white floral;4.1;39.0
Afnan;Historic Olmeda;Statement, Wildcard;unisex;Grapefruit, Juniper, Pink Pepper and Cardamom;Calabrian bergamot, Cedar, Nutmeg and Jasmine;Apple, Ambergris, Musk and Patchouli;fresh spicy, citrus, aromatic, woody, amber;4.19;114.0
Afnan;Highness X;Wildcard;men;Bergamot, Black Currant and Tonka Bean;Vetiver, Earthy Notes and Patchouli;Musk, Spices and Guaiac Wood;earthy, woody, aromatic, citrus, fresh spicy;4.54;24.0
Afnan;Rare Carbon;Statement, Wildcard;men;Leather, Violet Leaf, Nutmeg and Cinnamon;Violet, Rose, Agarwood (Oud) and Cedar;Sandalwood, Amber and Vetiver;leather, woody, powdery, ozonic, animalic;4.3;604.0
Afnan;Zimaya Wujood;Wildcard;men;Vanilla, Black Pepper and elemi;Olibanum, Saffron and Musk;Vanilla and Amber;vanilla, fresh spicy, amber, warm spicy, powdery;4.76;49.0
Afnan;Silver Musk;Statement;unisex;;;Musk and Powdery Notes;musky, powdery;3.97;39.0
Afnan;Pure Musk;Safe;unisex;Musk, White Musk and Floral Notes;;;musky, powdery, floral;4.17;234.0
Afnan;Ornament Purple Allure;Statement;women;Raspberry, Mandarin Orange and Grapefruit;Sweet Notes, White Flowers, Anise and Cardamom;Musk, Patchouli and Vanilla;sweet, fruity, musky, citrus;3.9;52.0
Afnan;Ornament Pour Homme;Statement, Wildcard;men;Apple, Cardamom, Clove and Nutmeg;Saffron, Pepper and Geranium;Amber, Patchouli, Sandalwood and Cedar;warm spicy, woody, fruity, fresh spicy, fresh;4.36;66.0
Afnan;Ornament Pour Femme;Statement;women;Fruits and Coconut;Orange Blossom and Floral Notes;Amber, Vanilla and Musk;amber, vanilla, sweet, fruity, powdery;3.88;130.0
Afnan;Modest Pour Homme Une;Safe, Statement, Wildcard;men;Pepper, Lavender, Mint and Nutmeg;Citruses, Amber and Eucalyptus;Musk, Vetiver and Cedar;fresh spicy, citrus, aromatic, lavender, woody;4.25;370.0
Afnan;Modest Deux;Safe, Statement, Wildcard;women;Dark Chocolate, Strawberry, Raspberry and Cherry;Vanilla and Spices;Patchouli, Gardenia and Musk;sweet, fruity, warm spicy, vanilla, cherry;4.26;436.0
Afnan;Tribute Blue;Safe, Statement, Wildcard;unisex;Nutmeg, Pimento Seeds and Bergamot;Amber and Cashmere Wood;Musk, White Wood, Vetiver and Incense;woody, amber, musky, fresh spicy, powdery;4.21;150.0
Afnan;Kaan Ya Makaan;Statement;unisex;;;;woody, white floral, powdery, musky;3.97;29.0
Afnan;Adwaa Al Sharq;Statement, Wildcard;unisex;;;;amber, warm spicy, animalic;4.3;127.0
Afnan;Souvenir Desert Rose;Statement;women;Fruity Notes and Musk;Tropical Fruits and Powdery Notes;Citruses, Amber and Sandalwood;fruity, tropical, powdery, sweet, musky;3.52;109.0
Afnan;Musk Abiyad;Safe, Statement;unisex;;;;musky, powdery, rose, woody, floral;4.11;167.0
Afnan;Supreme Amber;Wildcard;unisex;;;;amber, oud, floral, warm spicy;4.24;21.0
Afnan;Highness VI;Wildcard;men;Spices, Ambergris and Nutmeg;Lavender, Patchouli and Black Currant;Amber, Musk and Oakmoss;amber, warm spicy, fresh spicy, animalic, lavender;4.5;46.0
Afnan;Supremacy Tapis Rouge;Wildcard;women;Black Cherry, White Peach and Litchi;Plum, Jasmine, Mahonia and Rose;Cloves, Vetiver and Peony;fruity, warm spicy, cherry, floral, woody;4.38;26.0
Afnan;Violet Bouquet;Statement;women;Sweet Notes, Saffron, Woodsy Notes and Citruses;Amber, Orange, Lemon Zest and Herbal Notes;Ambergris, Spices, Woodsy Notes and Oakmoss;amber, sweet, warm spicy, animalic, woody;3.76;182.0
Afnan;Turathi Purple;Wildcard;women;Red Fruits, Cardamom and Black Pepper;Jasmine and Pineapple;Patchouli, Vanilla and Moss;fruity, warm spicy, patchouli, vanilla, sweet;4.44;34.0
Afnan;Inara White;Statement;unisex;Fruits and Jasmine;Vanilla and Cedar;Amber and Woodsy Notes;vanilla, woody, amber, fruity, sweet;4.33;64.0
Afnan;Musctique;Wildcard;unisex;Musk, Cardamom and Saffron;Lily-of-the-Valley and Vanilla;Musk, Mint and Agarwood (Oud);green, musky, warm spicy, aromatic, oud;4.74;42.0
Afnan;9am;Statement;women;Lemon, Mandarin Orange, Cardamom and Pink Pepper;Lavender, Green Apple, Orange Blossom and Rose;Musk, Moss, Cedar and Patchouli;citrus, musky, woody, aromatic, warm spicy;3.73;174.0
Afnan;Supremacy In Oud;Statement, Wildcard;unisex;Saffron, Nutmeg and Lavender;Agarwood (Oud) and Sweet Notes;Patchouli and Musk;warm spicy, fresh spicy, oud, sweet, patchouli;4.34;771.0
Afnan;9am Dive;Safe, Statement, Wildcard;unisex;Lemon, Mint, Black Currant and Pink Pepper;Apple, Incense and Cedar;Ginger, Sandalwood, Patchouli and Jasmine;fruity, woody, green, warm spicy, aromatic;4.29;842.0
Afnan;9am Pour Femme;Statement;women;Mandarin Orange, Grapefruit and Bergamot;Raspberry and Black Currant;Musk, Amber and Orange;fruity, musky, amber, citrus, powdery;4.0;68.0
Afnan;Supremacy Pink;Statement;women;Pink Pepper and Violet;Rose, Peony and Lily-of-the-Valley;Musk and Amber;rose, floral, fresh, musky, powdery;4.11;85.0
Afnan;Mystique Bouquet;Safe;women;White Peach, Mandarin Orange, Bergamot and Litchi;Peony, Orange Blossom, Mahonia and Vetiver;Musk, Ambroxan, oak moss and Vanilla;citrus, musky, fruity, powdery, amber;4.22;210.0
Afnan;Mirsaal Of Trust;Safe, Statement, Wildcard;men;Ambroxan and Vetiver;Raspberry and Saffron;Cashmere Wood, Amber and Carnation;amber, woody, fruity, warm spicy, musky;4.24;406.0
Afnan;Cherry Bouquet;Statement;women;Black Cherry, Sour Cherry, Cherry Liqueur and Almond;Raspberry, Plum, Damask Rose and Jasmine Sambac;Cloves, Patchouli, Vanilla, Vetiver and Cedar;cherry, fruity, sweet, almond, nutty;4.12;32.0
Afnan;Ouddiction;Wildcard;unisex;Agarwood (Oud), Lavender, Saffron and Bergamot;Tonka Bean, Cedar, Tobacco, Sandalwood and Geranium;Leather, Brazilian Rosewood, Patchouli, Amber and Vetiver;woody, oud, aromatic, warm spicy, lavender;4.3;23.0
Afnan;Supremacy Gold;Wildcard;unisex;Nutmeg, Violet, Peach Blossom and Cumin;Iris and Patchouli;Amber, Vanilla, Agarwood (Oud) and Benzoin;amber, powdery, fresh spicy, violet, floral;3.88;179.0
Aftelier;Cepes And Tuberose;Statement, Wildcard;unisex;;Tuberose and Rose;Boletus edulis and Benzoin;earthy, tuberose, white floral, woody, rose;4.02;45.0
Aftelier;Fig;Statement, Wildcard;unisex;Fir and Pink Grapefruit;Jasmine Sambac and Pink Pepper;Fig, Musk, Civet, Castoreum and Agarwood (Oud);musky, woody, fresh spicy, white floral, sweet;3.82;28.0
Aftelier;Honey Blossom;Statement;unisex;Mimosa and Lime (Linden Blossom);Orange Blossom and Honeysuckle;Ambergris and Benzoin;yellow floral, white floral, amber, sweet, powdery;4.1;41.0
Aftelier;Lumiere;Statement;unisex;;;;floral, amber, white floral, fruity, green;3.88;25.0
Aftelier;Palimpsest;Statement;unisex;;;;sweet, yellow floral, white floral, citrus, woody;3.7;23.0
Aftelier;Shiso;Statement, Wildcard;unisex;Cloves and Green Pepper;Shiso, Geranium and Pandanus;Sandalwood, Agarwood (Oud) and Patchouli;aromatic, fresh spicy, warm spicy, green, woody;4.29;21.0
Aftelier;Cacao;Statement;unisex;Blood Orange and Pink Grapefruit;;Chocolate and Vanilla;citrus, chocolate, white floral, sweet, vanilla;3.7;30.0
Aftelier;Tango;Statement, Wildcard;unisex;Orange and Ginger;Champaca and Coffee;White Tabacco, Tonka Bean and Choya Loban;warm spicy, citrus, white floral, sweet, floral;4.11;38.0
Aftelier;Vanilla Smoke;Statement, Wildcard;unisex;;;;vanilla, woody, amber, warm spicy, balsamic;4.19;36.0
Aftelier;Wild Roses;Statement, Wildcard;unisex;Rose, Damask Rose, Geranium and Heliotrope;Apricot, Pimento and Taif Rose;Tarragon, Vanilla and Patchouli;rose, warm spicy, powdery, aromatic, vanilla;4.19;36.0
Aftelier;Oud Luban;Statement, Wildcard;unisex;elemi, Olibanum, Blood Orange and Orange;;Agarwood (Oud), Opoponax, Choya Loban, Benzoin and Patchouli;amber, balsamic, citrus, fresh spicy, oud;4.37;27.0
Aftelier;Secret Garden;Statement, Wildcard;unisex;Brazilian Rosewood, Geranium, Bergamot and Blood Orange;Raspberry, Jasmine, Rose and Lotus;Civetta, Patchouli, Castoreum, Benzoin, Vanille and Liatris;woody, musky, floral, sweet, animalic;3.95;44.0
Aftelier;Amber Tapestry;Statement, Wildcard;unisex;Yellow Mandarin and Heliotrope;Jasmine, Jasmine Sambac, Cinnamon and Pear;Amber, Benzoin, Ambergris, Castoreum, Coumarin and Labdanum;amber, vanilla, warm spicy, animalic, white floral;4.18;22.0
Aftelier;Cuir Gardenia;Statement, Wildcard;women;;;;white floral, animalic, musky, leather, smoky;4.6;30.0
Ahmed Al Maghribi;Awfa;Wildcard;unisex;Leather, Clary Sage and Orange Blossom;Labdanum, Caramel, Lily-of-the-Valley and Red Rose;Haitian Vetiver, Oakmoss, Indian Oud, Ambergris, Musk and Bourbon Vanilla;amber, earthy, woody, leather, aromatic;4.2;20.0
Ahmed Al Maghribi;Bidun Esam;Wildcard;unisex;Rose and Saffron;;Cambodian Oud, Musk and Amber;rose, warm spicy, animalic, musky, woody;4.18;39.0
Ahmed Al Maghribi;Bin Shaikh;Statement, Wildcard;unisex;Saffron, Rose, oak moss, Lavender and Citruses;Sugar, Bakhoor, Jasmine, Orchid and Violet;Agarwood (Oud), Amber, White Musk, Patchouli and Ambroxan;oud, amber, sweet, warm spicy, musky;4.46;67.0
Ahmed Al Maghribi;Oud & Roses;Wildcard;unisex;;;;oud, rose, floral, fresh spicy;4.11;46.0
Ahmed Al Maghribi;Oud Classic;Wildcard;unisex;;;;animalic, woody, warm spicy;4.57;23.0
Ahmed Al Maghribi;Oud Lavender;Wildcard;unisex;;;;lavender, oud, fresh spicy, aromatic, herbal;4.2;45.0
Ahmed Al Maghribi;Rose Noir;Statement;women;Ginger, Jasmine and Sicilian Orange;Vanilla Bean, Powdery Notes and Sea Notes;Musk, Cashmeran, Sandalwood and Ambergris;powdery, vanilla, musky, woody, amber;4.63;49.0
Ajmal;Dahn Al Oudh Lujain;Wildcard;unisex;;;;oud, fresh spicy;4.44;27.0
Ajmal;Younique;Wildcard;women;;Floral Notes and Spicy Notes;Agarwood (Oud) and Powdery Notes;floral, oud, powdery, warm spicy;4.12;33.0
Ajmal;Vision;Statement;men;Violet, Bergamot and Lemon;Green Notes and Floral Notes;Woodsy Notes, Musk, Ambergris and Cedar;woody, citrus, floral, powdery, green;3.89;158.0
Ajmal;Silver Shade;Statement;unisex;Lime, Bergamot, Lemon, Black Currant, Violet Leaf and Plum;Iris, Rose and Jasmine;White Musk, Ambergris, Cedar, Sandalwood, Civet and Tonka Bean;citrus, woody, powdery, musky, fruity;3.87;381.0
Ajmal;Zeal;Statement, Wildcard;men;;;;aromatic, citrus, woody, fresh spicy, lavender;4.12;102.0
Ajmal;Shadow For Her;Statement;women;Lavender, Nectarine and Brazilian Rosewood;Patchouli and Orchid;Musk and Ambergris;musky, sweet, powdery, lavender, woody;3.71;694.0
Ajmal;Sacrifice For Him;Statement, Wildcard;men;;;;warm spicy, citrus, fresh spicy, musky, woody;3.93;54.0
Ajmal;Ajmal II;Wildcard;unisex;;;;warm spicy, rose, floral, woody, powdery;4.08;26.0
Ajmal;Shadow Grey;Statement;men;;;;woody, aromatic, amber, warm spicy, smoky;3.76;240.0
Ajmal;Al Janaan;Statement;unisex;;;;musky, powdery;4.29;31.0
Ajmal;Believe For Her;Statement;women;;;;floral, fruity, powdery, sweet, rose;4.15;27.0
Ajmal;Believe Forever;Wildcard;unisex;;;;woody, warm spicy, fresh spicy, oud, amber;3.84;31.0
Ajmal;Amber Poivre;Wildcard;unisex;Pepper, Nutmeg and Cypress;Woodsy Notes and Floral Notes;Amber, Sandalwood, Musk, Patchouli and Cedar;woody, fresh spicy, powdery, warm spicy, amber;4.13;31.0
Ajmal;Vibe;Statement;men;Lavender and Artemisia;Orris Root and Cardamom;Vanilla, Cedar and Balsam Fir;woody, vanilla, aromatic, powdery, iris;4.07;43.0
Ajmal;Viola;Statement;women;Black Currant, Bergamot and Spicy Notes;Jasmine, Lily-of-the-Valley and Rose;Vanilla, Patchouli and Cedar;white floral, woody, fruity, vanilla, floral;3.57;136.0
Ajmal;Viva Viola;Statement;women;;;;caramel, woody, patchouli, musky, sweet;3.77;56.0
Ajmal;Maraam;Statement, Wildcard;women;;;;oud, fruity, amber, tropical, animalic;4.08;79.0
Ajmal;Khallab;Statement, Wildcard;unisex;;;;oud, citrus, woody, rose, warm spicy;4.25;130.0
Ajmal;Haem;Statement;unisex;;Flowers and Amber;Woodsy Notes and Musk;floral, woody, citrus, amber, musky;3.66;67.0
Ajmal;Dahn Al Oudh Moattaq;Statement, Wildcard;unisex;Rose, Woodsy Notes and Spices;Agarwood (Oud) and Ambergris;Musk and Powdery Notes;oud, powdery, amber, musky, rose;4.56;107.0
Ajmal;Asheem;Wildcard;unisex;Sandalwood and Amber;;Agarwood (Oud) and Musk;oud, musky, powdery, aromatic, amber;4.24;34.0
Ajmal;Areej Al Shouk;Statement, Wildcard;women;;;;floral, musky, woody, warm spicy, powdery;4.3;89.0
Ajmal;Alf Lail O Lail;Statement, Wildcard;women;;;;woody, musky, floral, warm spicy, powdery;3.99;270.0
Ajmal;Abia;Wildcard;women;Pink Pepper, Bergamot and Lemon;Violet, Cardamom and Artemisia;Musk, Patchouli, Cedar, Guaiac Wood and Vetiver;woody, musky, powdery, aromatic, warm spicy;4.28;40.0
Ajmal;Aatifa;Statement, Wildcard;unisex;Rose, Cumin and Nutmeg;Woody Notes and Amber;Musk and Amber;fresh spicy, woody, musky, rose, amber;4.02;93.0
Ajmal;Unveil;Wildcard;women;;;;fruity, white floral, fresh spicy, woody, rose;3.88;42.0
Ajmal;Tempest;Wildcard;unisex;;;;woody, oud, tobacco, patchouli, rose;4.24;25.0
Ajmal;Amber Santal;Statement, Wildcard;unisex;Cypress, Pepper and Nutmeg;Sandalwood and Incense;Sandalwood, Amber, Patchouli and Cedar;woody, amber, fresh spicy, warm spicy, powdery;4.04;84.0
Ajmal;Dahn Al Oudh Jazaab;Wildcard;unisex;;;;oud, fresh spicy;4.46;26.0
Ajmal;Amir One;Statement, Wildcard;unisex;Bergamot, Lemon, Lavender and Clary Sage;Sandalwood, Rose, Jasmine, Lily-of-the-Valley and Patchouli;Agarwood (Oud), Amber and Musk;citrus, oud, aromatic, white floral, woody;4.47;124.0
Ajmal;Aristocrat;Statement;men;Watermelon, Bergamot and Lime;Musk, Lily and Jasmine;Musk, Agarwood (Oud), Cedar, Patchouli and Amber;white floral, musky, citrus, woody, powdery;3.62;146.0
Ajmal;Illusion;Statement;women;;Rose and Geranium;Patchouli, Sandalwood, Vanilla and Cedar;rose, woody, fresh spicy, aromatic, warm spicy;3.65;23.0
Ajmal;Facets Of Her;Statement;women;;;;white floral, vanilla, woody, powdery, lactonic;3.87;47.0
Ajmal;Evoke Silver Edition;Wildcard;men;Cardamom and Bergamot;Olibanum, Violet and Orange Blossom;Amber, Musk and Cedar;amber, warm spicy, powdery, woody, aromatic;3.87;100.0
Ajmal;Evoke Silver Edition;Statement;women;;;Vanilla, Tonka Bean and Sandalwood;vanilla, woody, sweet, powdery, citrus;3.89;124.0
Ajmal;Evoke For Him;Statement;men;Lavender, Green Apple and Bergamot;Cardamom, Orris, Heliotrope and Juniper;Sandalwood, Musk and Vetiver;powdery, woody, aromatic, warm spicy, musky;3.73;70.0
Ajmal;Evoke For Her;Safe, Statement, Wildcard;women;Pink Pepper and Bergamot;Rose, Orris and Jasmine;Patchouli, Moss and Vanilla;earthy, patchouli, woody, mossy, rose;4.0;433.0
Ajmal;Jade;Statement;women;Red Apple, Pear, Mimosa, Plum and Sour Cherry;Lily and Rose;Musk, Woodsy Notes, Vanilla and Ambergris;fruity, sweet, powdery, musky, white floral;3.89;64.0
Ajmal;Entice Her;Statement;women;Mandarin Orange and Amalfi Lemon;Jasmine and Tuberose;Musk, Sandalwood and Virginia Cedar;citrus, white floral, woody, tuberose, powdery;3.85;333.0
Ajmal;Enigma For Her;Statement;women;Bergamot and Mandarin Orange;Jasmine, Cardamom and Lily-of-the-Valley;Sandalwood, Cedar and Olive Tree;woody, white floral, citrus, warm spicy, aromatic;3.76;67.0
Ajmal;Chemystery;Wildcard;men;Cardamom, Grapefruit, Nutmeg, Mandarin Orange and Basil;Lavender, Cypress and Thyme;Sandalwood, Vetiver, Vanille, Virginia Cedar and Tonka Bean;woody, aromatic, fresh spicy, warm spicy, citrus;3.81;57.0
Ajmal;Carbon;Statement;men;Lavender and Citruses;Violet and Clove;Woodsy Notes, Musk and Patchouli;woody, powdery, warm spicy, violet, lavender;3.79;238.0
Ajmal;Blu;Safe;men;Watermelon, Lavender and Bergamot;Lotus and Jasmine;Musk, Sandalwood and Amber;ozonic, aquatic, floral, powdery, lavender;4.03;299.0
Ajmal;Saif Al Hind;Wildcard;unisex;;;;oud, woody, warm spicy, balsamic, fresh spicy;4.5;36.0
Ajmal;Dahn Oudh Al Shams;Statement, Wildcard;unisex;;;;oud, fresh spicy;4.41;156.0
Ajmal;Enigma For Him;Statement;men;Bergamot, Grapefruit and Amalfi Lemon;Cardamom and Pepper;Amber and oak moss;warm spicy, amber, citrus, fresh spicy, aromatic;3.51;35.0
Ajmal;Lure For Her;Statement;women;Plum and Apricot;Jasmine and African Orange Flower;;white floral, fruity, sweet, woody, citrus;3.92;25.0
Ajmal;Lure For Him;Wildcard;men;Lavender, Bergamot and Amalfi Lemon;;Amber and Iris;fresh spicy, aromatic, amber, herbal, rose;4.0;22.0
Ajmal;Neutron;Statement;men;;;;citrus, musky, floral, fresh, warm spicy;3.61;126.0
Ajmal;Aristocrat For Her;Statement;women;Tagetes, Orange and Bergamot;Saffron, Sugar and Jasmine;Amber, Musk and Oakmoss;sweet, warm spicy, citrus, amber, fresh spicy;3.79;417.0
Ajmal;Aristocrat Platinum;Statement;men;Pepper and Lemon;Jasmine and Rose;Agarwood (Oud), Leather and Vetiver;oud, leather, white floral, fresh spicy, aromatic;3.57;28.0
Ajmal;Aurum;Statement;women;Raspberry and Lemon;Fruity Notes, Gardenia, Orange Blossom, Jasmine and Spicy Notes;Powdery Notes, Vanilla, Musk, Amber and Woody Notes;white floral, fruity, sweet, powdery, citrus;3.76;808.0
